,drug_English,drug,MOL ID,MOlecule,MOlecule_url,MOleculeName,InChIKey,SMLIES,GIabsorption,Lipinski,Ghose,Veber,Egan,Muegge,SwissADME
29,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001816,Amide HPL,https://tcmsp-e.com/molecule.php?qn=1816,Amide HPL,HSEMFIZWXHQJAE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)N,High,Yes,Yes,No,Yes,No,1
30,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001886,Tar,https://tcmsp-e.com/molecule.php?qn=1886,Tar,FEWJPZIEWOKRBE-LWMBPPNESA-N,C(C(C(=O)O)O)(C(=O)O)O,Low,Yes,No,Yes,Yes,No,0
31,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001889,Methyl linolelaidate,https://tcmsp-e.com/molecule.php?qn=1889,Methyl linolelaidate,WTTJVINHCBCLGX-ZDVGBALWSA-N,CCCCCC=CCC=CCCCCCCCC(=O)OC,High,Yes,No,No,No,No,0
32,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001893,BU3,https://tcmsp-e.com/molecule.php?qn=1893,BU3,OWBTYPJTUOEWEK-QWWZWVQMSA-N,CC(C(C)O)O,High,Yes,No,Yes,Yes,No,1
33,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001906,Methylgallate,https://tcmsp-e.com/molecule.php?qn=1906,Methylgallate,FBSFWRHWHYMIOG-UHFFFAOYSA-N,COC(=O)C1=CC(=C(C(=C1)O)O)O,High,Yes,Yes,Yes,Yes,No,1
34,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000199,Safrol,https://tcmsp-e.com/molecule.php?qn=199,Safrol,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,C=CCC1=CC2=C(C=C1)OCO2,High,Yes,Yes,Yes,Yes,No,1
35,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000206,isoeugenol,https://tcmsp-e.com/molecule.php?qn=206,isoeugenol,BJIOGJUNALELMI-ONEGZZNKSA-N,CC=CC1=CC(=C(C=C1)O)OC,High,Yes,Yes,Yes,Yes,No,1
36,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000207,Methyleugenol,https://tcmsp-e.com/molecule.php?qn=207,Methyleugenol,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CC=C)OC,High,Yes,Yes,Yes,Yes,No,1
37,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002167,WLN: T5OJ BVO1,https://tcmsp-e.com/molecule.php?qn=2167,WLN: T5OJ BVO1,HDJLSECJEQSPKW-UHFFFAOYSA-N,COC(=O)C1=CC=CO1,High,Yes,No,Yes,Yes,No,1
38,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000223,caffeic acid,https://tcmsp-e.com/molecule.php?qn=223,caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O,High,Yes,Yes,Yes,Yes,No,1
39,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002250,"[(2R,3R,4S,5R,6R)-3,5-dihydroxy-2-(3,4,5-trihydroxybenzoyl)oxy-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-4-yl] 3,4,5-trihydroxybenzoate",https://tcmsp-e.com/molecule.php?qn=2250,"[(2R,3R,4S,5R,6R)-3,5-dihydroxy-2-(3,4,5-trihydroxybenzoyl)oxy-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-4-yl] 3,4,5-trihydroxybenzoate",RNKMOGIPOMVCHO-SVHODSNWSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O,Low,No,No,No,No,No,0
40,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002307,20-Hexadecanoylingenol,https://tcmsp-e.com/molecule.php?qn=2307,20-Hexadecanoylingenol,DSTCZBGJCUOFLM-SXNKARFESA-N,CCCCCCCCCCCCCCCC(=O)OCC1=CC2C3C(C3(C)C)CC(C4(C2=O)C=C(C(C4(C1O)O)O)C)C,Low,No,No,No,No,No,0
41,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002343,tetrandrine,https://tcmsp-e.com/molecule.php?qn=2343,tetrandrine,WVTKBKWTSCPRNU-KYJUHHDHSA-N,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,High,Yes,No,Yes,Yes,No,1
42,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002373,gamma-tocopherol,https://tcmsp-e.com/molecule.php?qn=2373,gamma-tocopherol,QUEDXNHFTDJVIY-DQCZWYHMSA-N,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,Low,Yes,No,No,No,No,0
43,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002534,"1,6-dimethyl-4-isopropyl-1,2,3,4,4a,7-hexahydronaphthalene",https://tcmsp-e.com/molecule.php?qn=2534,"1,6-dimethyl-4-isopropyl-1,2,3,4,4a,7-hexahydronaphthalene",JUQGWBAOQUBVFP-IPYPFGDCSA-N,CC1CCC(C2C1=CCC(=C2)C)C(C)C,Low,Yes,Yes,Yes,Yes,No,0
44,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000261,Myristicin,https://tcmsp-e.com/molecule.php?qn=261,Myristicin,BNWJOHGLIBDBOB-UHFFFAOYSA-N,COC1=CC(=CC2=C1OCO2)CC=C,High,Yes,Yes,Yes,Yes,No,1
45,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000263,oleanolic acid,https://tcmsp-e.com/molecule.php?qn=263,oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
46,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000269,Elemicin,https://tcmsp-e.com/molecule.php?qn=269,Elemicin,BPLQKQKXWHCZSS-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)CC=C,High,Yes,Yes,Yes,Yes,Yes,1
47,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000027,alpha-Curcumene,https://tcmsp-e.com/molecule.php?qn=27,alpha-Curcumene,VMYXUZSZMNBRCN-CQSZACIVSA-N,CC1=CC=C(C=C1)C(C)CCC=C(C)C,Low,Yes,Yes,Yes,Yes,No,0
48,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002703,OCTADECENE,https://tcmsp-e.com/molecule.php?qn=2703,OCTADECENE,CCCMONHAUSKTEQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC=C,Low,Yes,No,No,No,No,0
49,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002778,THZ,https://tcmsp-e.com/molecule.php?qn=2778,THZ,IOJUPLGTWVMSFF-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CS2,High,Yes,No,Yes,Yes,No,1
50,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002850,butylated hydroxytoluene,https://tcmsp-e.com/molecule.php?qn=2850,butylated hydroxytoluene,NLZUEZXRPGMBCV-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,High,Yes,Yes,Yes,Yes,No,1
51,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002879,Diop,https://tcmsp-e.com/molecule.php?qn=2879,Diop,IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,High,Yes,No,No,No,No,0
52,Asiatic Cornelian Cherry Fruit,山茱萸,MOL002883,Ethyl oleate (NF),https://tcmsp-e.com/molecule.php?qn=2883,Ethyl oleate (NF),LVGKNOAMLMIIKO-QXMHVHEDSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC,Low,Yes,No,No,No,No,0
53,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003010,quercetin-3-o-beta-D-glu,https://tcmsp-e.com/molecule.php?qn=3010,quercetin-3-o-beta-D-glu,DUBCCGAQYVUYEU-GGTBVAQXSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,Low,No,No,No,No,No,0
54,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000305,lauric acid,https://tcmsp-e.com/molecule.php?qn=305,lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,High,Yes,Yes,Yes,Yes,Yes,1
55,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003080,2-METHYLPENTADECANE,https://tcmsp-e.com/molecule.php?qn=3080,2-METHYLPENTADECANE,BANXPJUEBPWEOT-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C)C,Low,Yes,No,No,No,No,0
56,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003137,Leucanthoside,https://tcmsp-e.com/molecule.php?qn=3137,Leucanthoside,DLVLXOYLQKCAME-DGHBBABESA-N,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)C4C(C(C(C(O4)CO)O)O)O,Low,No,Yes,No,No,No,0
57,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003166,Swertiamarin,https://tcmsp-e.com/molecule.php?qn=3166,Swertiamarin,HEYZWPRKKUGDCR-QBXMEVCASA-N,C=CC1C(OC=C2C1(CCOC2=O)O)OC3C(C(C(C(O3)CO)O)O)O,Low,Yes,No,No,No,No,0
58,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003374,Urushiol III,https://tcmsp-e.com/molecule.php?qn=3374,Urushiol III,RMTXUPIIESNLPW-AOSYACOCSA-N,CCCC=CCC=CCCCCCCCC1=C(C(=CC=C1)O)O,High,Yes,No,No,No,No,0
59,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000034,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",https://tcmsp-e.com/molecule.php?qn=34,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",GFJIQNADMLPFOW-VNHYZAJKSA-N,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,High,Yes,Yes,Yes,Yes,No,1
60,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003484,PEY,https://tcmsp-e.com/molecule.php?qn=3484,PEY,YNPNZTXNASCQKK-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,Low,Yes,Yes,Yes,Yes,No,0
61,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003527,Tyranton,https://tcmsp-e.com/molecule.php?qn=3527,Tyranton,SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,High,Yes,No,Yes,Yes,No,1
62,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003546,Aristolone,https://tcmsp-e.com/molecule.php?qn=3546,Aristolone,UGVIZCBJCSXBCJ-JWFUOXDNSA-N,CC1CCCC2=CC(=O)C3C(C12C)C3(C)C,High,Yes,Yes,Yes,Yes,No,1
63,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003547,Azaron,https://tcmsp-e.com/molecule.php?qn=3547,Azaron,RKFAZBXYICVSKP-AATRIKPKSA-N,CC=CC1=CC(=C(C=C1OC)OC)OC,High,Yes,Yes,Yes,Yes,Yes,1
64,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Sitogluside,NPJICTMALKLTFW-OFUAXYCQSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,Low,Yes,No,Yes,Yes,No,0
65,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003573,calacorene,https://tcmsp-e.com/molecule.php?qn=3573,calacorene,CUUMXRBKJIDIAY-ZDUSSCGKSA-N,CC1=CCC(C2=C1C=CC(=C2)C)C(C)C,Low,Yes,Yes,Yes,Yes,No,0
66,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
67,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,sitosterol,KZJWDPNRJALLNS-ZFVHJZABSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
68,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003788,Cinnamein,https://tcmsp-e.com/molecule.php?qn=3788,Cinnamein,NGHOLYJTSCBCGC-VAWYXSNFSA-N,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,High,Yes,Yes,Yes,Yes,Yes,1
69,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003789,Coumaran,https://tcmsp-e.com/molecule.php?qn=3789,Coumaran,HBEDSQVIWPRPAY-UHFFFAOYSA-N,C1COC2=CC=CC=C21,High,Yes,No,Yes,Yes,No,1
70,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003877,Fuseloel,https://tcmsp-e.com/molecule.php?qn=3877,Fuseloel,PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,High,Yes,No,Yes,Yes,No,1
71,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003940,Stearamide,https://tcmsp-e.com/molecule.php?qn=3940,Stearamide,LYRFLYHAGKPMFH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)N,High,Yes,No,No,Yes,No,1
72,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003955,D-Cystine,https://tcmsp-e.com/molecule.php?qn=3955,D-Cystine,LEVWYRKDKASIDU-IMJSIDKUSA-N,C(C(C(=O)[O-])[NH3+])SSCC(C(=O)[O-])[NH3+],Low,Yes,No,No,No,No,0
73,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003969,L-Serin,https://tcmsp-e.com/molecule.php?qn=3969,L-Serin,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)[O-])[NH3+])O,Low,Yes,No,Yes,Yes,No,0
74,Asiatic Cornelian Cherry Fruit,山茱萸,MOL003971,Threonin,https://tcmsp-e.com/molecule.php?qn=3971,Threonin,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)[O-])[NH3+])O,Low,Yes,No,Yes,Yes,No,0
75,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004048,keto-L-fructose,https://tcmsp-e.com/molecule.php?qn=4048,keto-L-fructose,BJHIKXHVCXFQLS-FUTKDDECSA-N,C(C(C(C(C(=O)CO)O)O)O)O,Low,Yes,No,Yes,Yes,No,0
76,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000041,PHA,https://tcmsp-e.com/molecule.php?qn=41,PHA,COLNVLDHVKWLRT-QMMMGPOBSA-N,C1=CC=C(C=C1)CC(C(=O)[O-])[NH3+],High,Yes,No,Yes,Yes,No,1
77,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000042,LPG,https://tcmsp-e.com/molecule.php?qn=42,LPG,QNAYBMKLOCPYGJ-REOHCLBHSA-N,CC(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
78,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004284,2-Nonadecanone,https://tcmsp-e.com/molecule.php?qn=4284,2-Nonadecanone,IEDKVDCIEARIIU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)C,Low,Yes,No,No,No,No,0
79,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000431,coumarin,https://tcmsp-e.com/molecule.php?qn=431,coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=O)O2,High,Yes,No,Yes,Yes,No,1
80,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,Stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
81,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004582,Methyl naphthalene,https://tcmsp-e.com/molecule.php?qn=4582,Methyl naphthalene,QPUYECUOLPXSFR-UHFFFAOYSA-N,CC1=CC=CC2=CC=CC=C12,Low,Yes,No,Yes,Yes,No,0
82,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004590,2-METHYLHEXADECANE,https://tcmsp-e.com/molecule.php?qn=4590,2-METHYLHEXADECANE,FNWWOHKUXFTKGN-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(C)C,Low,Yes,No,No,No,No,0
83,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004741,"(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one",https://tcmsp-e.com/molecule.php?qn=4741,"(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one",IMKHDCBNRDRUEB-LLVKDONJSA-N,CC1(CCCC2(C1=CC(=O)O2)C)C,High,Yes,Yes,Yes,Yes,No,1
84,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000475,anethole,https://tcmsp-e.com/molecule.php?qn=475,anethole,RUVINXPYWBROJD-ONEGZZNKSA-N,CC=CC1=CC=C(C=C1)OC,High,Yes,No,Yes,Yes,No,1
85,Asiatic Cornelian Cherry Fruit,山茱萸,MOL004784,Stenol,https://tcmsp-e.com/molecule.php?qn=4784,Stenol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCO,High,Yes,No,No,No,No,0
86,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000050,GLY,https://tcmsp-e.com/molecule.php?qn=50,GLY,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
87,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005022,"1,8-DIMETHYLNAPHTHALENE",https://tcmsp-e.com/molecule.php?qn=5022,"1,8-DIMETHYLNAPHTHALENE",XAABPYINPXYOLM-UHFFFAOYSA-N,CC1=C2C(=CC=CC2=CC=C1)C,Low,Yes,No,Yes,Yes,No,0
88,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000511,ursolic acid,https://tcmsp-e.com/molecule.php?qn=511,ursolic acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Low,Yes,No,Yes,No,No,0
89,Asiatic Cornelian Cherry Fruit,山茱萸,MOL001996,Betulonic acid,https://tcmsp-e.com/molecule.php?qn=1996,Betulonic acid,SLJTWDNVZKIDAU-SVAFSPIFSA-N,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O,Low,Yes,No,Yes,No,No,0
90,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000513,"3,4,5-trihydroxybenzoic acid",https://tcmsp-e.com/molecule.php?qn=513,"3,4,5-trihydroxybenzoic acid",LNTHITQWFMADLM-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)O,High,Yes,No,Yes,Yes,No,1
91,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000052,Gulutamine,https://tcmsp-e.com/molecule.php?qn=52,Gulutamine,WHUUTDBJXJRKMK-VKHMYHEASA-N,C(CC(=O)O)C(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
92,Asiatic Cornelian Cherry Fruit,山茱萸,MOL000520,alpha-amyrin,https://tcmsp-e.com/molecule.php?qn=520,alpha-amyrin,FSLPMRQHCOLESF-SFMCKYFRSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,Low,Yes,No,Yes,No,No,0
93,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005272,13-Tetradecenyl acetate,https://tcmsp-e.com/molecule.php?qn=5272,13-Tetradecenyl acetate,DZXBZPMJYIXTTI-UHFFFAOYSA-N,CC(=O)OCCCCCCCCCCCCC=C,High,Yes,Yes,No,Yes,No,1
94,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005306,Acetal,https://tcmsp-e.com/molecule.php?qn=5306,Acetal,DHKHKXVYLBGOIT-UHFFFAOYSA-N,CCOC(C)OCC,High,Yes,No,Yes,Yes,No,1
95,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005360,malkangunin,https://tcmsp-e.com/molecule.php?qn=5360,malkangunin,DTMIMKTZETWDJV-DUUKBJRLSA-N,CC1CCC(C2(C13CC(C(C2OC(=O)C)OC(=O)C4=CC=CC=C4)C(O3)(C)C)CO)O,High,Yes,Yes,Yes,Yes,Yes,1
96,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005386,Vulgarin,https://tcmsp-e.com/molecule.php?qn=5386,Vulgarin,NGPDZEACIWDCKX-WUDKWMPASA-N,CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C,High,Yes,Yes,Yes,Yes,Yes,1
97,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005449,h-Met-h,https://tcmsp-e.com/molecule.php?qn=5449,h-Met-h,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCCC(C(=O)[O-])[NH3+],High,Yes,No,Yes,Yes,No,1
98,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005467,Epicatechin gallate,https://tcmsp-e.com/molecule.php?qn=5467,Epicatechin gallate,LSHVYAFMTMFKBA-FPOVZHCZSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Low,Yes,Yes,No,No,No,0
99,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005468,"1,2,3,6-tetra-O-galloyl-β-D-glucose",https://tcmsp-e.com/molecule.php?qn=5468,"1,2,3,6-tetra-O-galloyl-β-D-glucose",RATQVALKDAUZBW-QYEBMHKLSA-N,O=C(OC[C@H]1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1O)C1=CC(O)=C(O)C(O)=C1,Low,Yes,Yes,Yes,Yes,Yes,0
100,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005469,"1,2,3-tri-O-galloyl-β-D-glucose",https://tcmsp-e.com/molecule.php?qn=5469,"1,2,3-tri-O-galloyl-β-D-glucose",MACFXELYCBWKGT-SASJIJFGSA-N,O=C(OC1OC(CO)C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1,Low,Yes,Yes,Yes,Yes,Yes,0
101,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005470,Durol,https://tcmsp-e.com/molecule.php?qn=5470,Durol,SQNZJJAZBFDUTD-UHFFFAOYSA-N,CC1=CC(=C(C=C1C)C)C,Low,Yes,No,Yes,Yes,No,0
102,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005471,"[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-(3,4,5-trihydroxybenzoyl)oxy-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-3-yl] 3,4,5-trihydroxybenzoate",https://tcmsp-e.com/molecule.php?qn=5471,"[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-(3,4,5-trihydroxybenzoyl)oxy-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-3-yl] 3,4,5-trihydroxybenzoate",LLENXGNWVNSBQG-WPNCQGPHSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O,Low,No,No,No,No,No,0
103,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005472,"1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester",https://tcmsp-e.com/molecule.php?qn=5472,"1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester",DJDSLBVSSOQSLW-GFCCVEGCSA-N,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,High,Yes,Yes,Yes,Yes,Yes,1
104,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005473,"1,5-DIACETYLNAPHTHALENE",https://tcmsp-e.com/molecule.php?qn=5473,"1,5-DIACETYLNAPHTHALENE",XWZKPVAYNUXKCZ-UHFFFAOYSA-N,CC(=O)C1=CC=CC2=C1C=CC=C2C(=O)C,High,Yes,Yes,Yes,Yes,Yes,1
105,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005474,"1-Acetyl-4,6,8-trimethylazulene",https://tcmsp-e.com/molecule.php?qn=5474,"1-Acetyl-4,6,8-trimethylazulene",JUOAKPCWAPSQLK-UHFFFAOYSA-N,CC1=CC(=C2C=CC(=C2C(=C1)C)C(=O)C)C,High,Yes,Yes,Yes,Yes,No,1
106,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005475,Chloroicosane,https://tcmsp-e.com/molecule.php?qn=5475,Chloroicosane,AFGNVSCTEXUEJE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCl,Low,Yes,No,No,No,No,0
107,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005476,Docosene,https://tcmsp-e.com/molecule.php?qn=5476,Docosene,SPURMHFLEKVAAS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC=C,Low,Yes,No,No,No,No,0
108,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005477,Eicosene,https://tcmsp-e.com/molecule.php?qn=5477,Eicosene,VAMFXQBUQXONLZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC=C,Low,Yes,No,No,No,No,0
109,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005478,"11,14-Octadecadienoic acid, methyl ester",https://tcmsp-e.com/molecule.php?qn=5478,"11,14-Octadecadienoic acid, methyl ester",KXQNNBUXFKDSAX-HHWLVVFRSA-N,CCCC=CCC=CCCCCCCCCCC(=O)OC,High,Yes,No,No,No,No,0
110,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005479,pentatriacont-17-ene,https://tcmsp-e.com/molecule.php?qn=5479,pentatriacont-17-ene,BLCUZCCTSBVFSV-LAPDZXRHSA-N,CCCCCCCCCCCCCCCCCC=CCCCCCCCCCCCCCCCC,Low,Yes,No,No,No,No,0
111,Asiatic Cornelian Cherry Fruit,山茱萸,MOL005480,Ucar AC,https://tcmsp-e.com/molecule.php?qn=5480,Ucar AC,HCGFUIQPSOCUHI-UHFFFAOYSA-N,CC(C)OCCO,High,Yes,No,Yes,Yes,No,1
