Node1	Node2	Net	MolName
MOL005195	ALOX5	target	syringaresinol diglucoside_qt
MOL005208	GRM4	target	Lucidumosides B_qt
MOL005208	EGFR	target	Lucidumosides B_qt
MOL005208	FLT3	target	Lucidumosides B_qt
MOL005208	MMP9	target	Lucidumosides B_qt
MOL005208	MMP1	target	Lucidumosides B_qt
MOL005208	MMP2	target	Lucidumosides B_qt
MOL005208	SMARCA4	target	Lucidumosides B_qt
MOL005208	MIF	target	Lucidumosides B_qt
MOL005208	HDAC6	target	Lucidumosides B_qt
MOL005208	HDAC1	target	Lucidumosides B_qt
MOL005208	ALOX5	target	Lucidumosides B_qt
MOL005208	PPIA	target	Lucidumosides B_qt
MOL005208	KDR	target	Lucidumosides B_qt
MOL005208	ADORA1	target	Lucidumosides B_qt
MOL005208	MAPK14	target	Lucidumosides B_qt
MOL005208	BACE1	target	Lucidumosides B_qt
MOL005208	ERN1	target	Lucidumosides B_qt
MOL005208	RET	target	Lucidumosides B_qt
MOL005208	CPT2	target	Lucidumosides B_qt
MOL005208	MTOR	target	Lucidumosides B_qt
MOL005208	PPARG	target	Lucidumosides B_qt
MOL005208	DPP4	target	Lucidumosides B_qt
MOL005208	TYR	target	Lucidumosides B_qt
MOL005208	FGFR1	target	Lucidumosides B_qt
MOL005208	BMP1	target	Lucidumosides B_qt
MOL005208	FLT1	target	Lucidumosides B_qt
MOL005208	HDAC2	target	Lucidumosides B_qt
MOL005208	HDAC7	target	Lucidumosides B_qt
MOL005208	CDK2	target	Lucidumosides B_qt
MOL005208	EPHB2	target	Lucidumosides B_qt
MOL005208	HDAC9	target	Lucidumosides B_qt
MOL005208	CCND1	target	Lucidumosides B_qt
MOL005208	PDE4A	target	Lucidumosides B_qt
MOL005208	PDE4C	target	Lucidumosides B_qt
MOL005208	CTSS	target	Lucidumosides B_qt
MOL005208	ERBB2	target	Lucidumosides B_qt
MOL005208	COMT	target	Lucidumosides B_qt
MOL005208	HSD11B1	target	Lucidumosides B_qt
MOL005208	PDE5A	target	Lucidumosides B_qt
MOL005208	MAOA	target	Lucidumosides B_qt
MOL005208	CA2	target	Lucidumosides B_qt
MOL005208	CA1	target	Lucidumosides B_qt
MOL005208	GSK3B	target	Lucidumosides B_qt
MOL005208	MMP3	target	Lucidumosides B_qt
MOL005208	HDAC4	target	Lucidumosides B_qt
MOL005208	ALDH2	target	Lucidumosides B_qt
MOL005208	PIM1	target	Lucidumosides B_qt
MOL005208	LCK	target	Lucidumosides B_qt
MOL005208	DNM1	target	Lucidumosides B_qt
MOL005208	FYN	target	Lucidumosides B_qt
MOL005208	HTR3A	target	Lucidumosides B_qt
MOL005208	PTGS1	target	Lucidumosides B_qt
MOL001393	PPARD	target	myristic acid
MOL001393	FABP4	target	myristic acid
MOL001393	HSD11B1	target	myristic acid
MOL001393	SLC22A6	target	myristic acid
MOL001393	POLB	target	myristic acid
MOL001393	SERPINA6	target	myristic acid
MOL001393	SHBG	target	myristic acid
MOL001393	HSD17B3	target	myristic acid
MOL001393	G6PD	target	myristic acid
MOL001393	GABBR1	target	myristic acid
MOL001393	PTGER2	target	myristic acid
MOL001393	NR1H4	target	myristic acid
MOL001393	AR	target	myristic acid
MOL001393	VDR	target	myristic acid
MOL001393	HAO1	target	myristic acid
MOL001393	CYP19A1	target	myristic acid
MOL001393	PTGFR	target	myristic acid
MOL001393	CA2	target	myristic acid
MOL001393	RXRA	target	myristic acid
MOL001393	HSD11B2	target	myristic acid
MOL001393	CA1	target	myristic acid
MOL001393	PLG	target	myristic acid
MOL001393	HTR2B	target	myristic acid
MOL001393	RXRB	target	myristic acid
MOL001393	RARB	target	myristic acid
MOL001393	MAPK1	target	myristic acid
MOL001393	SLC22A12	target	myristic acid
MOL001393	SLC16A1	target	myristic acid
MOL001393	PPARG	target	myristic acid
MOL001393	PTGER4	target	myristic acid
MOL001393	RBP4	target	myristic acid
MOL001393	CHRNA7	target	myristic acid
MOL001393	MDM2	target	myristic acid
MOL001393	MAPK14	target	myristic acid
MOL001393	ALOX15	target	myristic acid
MOL001393	CYP26A1	target	myristic acid
MOL001393	AGTR1	target	myristic acid
MOL001393	EDNRA	target	myristic acid
MOL001393	PTGER3	target	myristic acid
MOL001398	FABP4	target	Methyllinolenate
MOL001398	PTGS1	target	Methyllinolenate
MOL001398	PPARG	target	Methyllinolenate
MOL001398	HSD11B1	target	Methyllinolenate
MOL001398	FAAH	target	Methyllinolenate
MOL001398	PTGS2	target	Methyllinolenate
MOL001398	CYP17A1	target	Methyllinolenate
MOL001398	CYP19A1	target	Methyllinolenate
MOL001398	NR1H3	target	Methyllinolenate
MOL001398	PPARD	target	Methyllinolenate
MOL001398	HRH4	target	Methyllinolenate
MOL001398	NOS2	target	Methyllinolenate
MOL001398	TNKS	target	Methyllinolenate
MOL001398	ALOX5	target	Methyllinolenate
MOL001398	PFKFB3	target	Methyllinolenate
MOL001398	AR	target	Methyllinolenate
MOL001398	HTR2A	target	Methyllinolenate
MOL001398	YES1	target	Methyllinolenate
MOL001398	LCK	target	Methyllinolenate
MOL001398	SRC	target	Methyllinolenate
MOL001398	CYP11B1	target	Methyllinolenate
MOL001398	PIM1	target	Methyllinolenate
MOL001398	CYP11B2	target	Methyllinolenate
MOL001398	KDR	target	Methyllinolenate
MOL001398	NTRK1	target	Methyllinolenate
MOL001398	MAPK1	target	Methyllinolenate
MOL001398	ALOX5AP	target	Methyllinolenate
MOL001398	TERT	target	Methyllinolenate
MOL001398	AOC3	target	Methyllinolenate
MOL001398	PTPN2	target	Methyllinolenate
MOL001398	CRHR1	target	Methyllinolenate
MOL001398	MAPK14	target	Methyllinolenate
MOL001398	HTR2B	target	Methyllinolenate
MOL001398	F2R	target	Methyllinolenate
MOL001398	FLT1	target	Methyllinolenate
MOL001398	MTNR1B	target	Methyllinolenate
MOL001398	VCP	target	Methyllinolenate
MOL001398	NAMPT	target	Methyllinolenate
MOL001398	CSF1R	target	Methyllinolenate
MOL001398	MTOR	target	Methyllinolenate
MOL001398	SCN9A	target	Methyllinolenate
MOL001398	PDE5A	target	Methyllinolenate
MOL001398	CHRNA4	target	Methyllinolenate
MOL001398	CHRNA7	target	Methyllinolenate
MOL001398	CHUK	target	Methyllinolenate
MOL001398	GRIA2	target	Methyllinolenate
MOL001398	CD38	target	Methyllinolenate
MOL001398	PDGFRB	target	Methyllinolenate
MOL001398	KIT	target	Methyllinolenate
MOL001604	BRD4	target	Linalool
MOL001604	BRD2	target	Linalool
MOL001604	CYP11B1	target	Linalool
MOL001604	CYP11B2	target	Linalool
MOL001604	NR3C1	target	Linalool
MOL001604	JAK1	target	Linalool
MOL001604	LRRK2	target	Linalool
MOL001604	JAK3	target	Linalool
MOL001604	TYK2	target	Linalool
MOL001604	CA2	target	Linalool
MOL001604	CA1	target	Linalool
MOL001604	CA3	target	Linalool
MOL001604	CA4	target	Linalool
MOL001604	AOC3	target	Linalool
MOL001604	MIF	target	Linalool
MOL001604	CASP1	target	Linalool
MOL001604	MPO	target	Linalool
MOL001604	KCNJ11	target	Linalool
MOL001604	MAPK14	target	Linalool
MOL001604	PIK3CD	target	Linalool
MOL001604	PRKDC	target	Linalool
MOL001604	CYP19A1	target	Linalool
MOL001604	ADRB2	target	Linalool
MOL001604	ADRB1	target	Linalool
MOL001604	ADRB3	target	Linalool
MOL001604	GSR	target	Linalool
MOL001604	JAK2	target	Linalool
MOL001604	PRKCA	target	Linalool
MOL001604	HMOX1	target	Linalool
MOL001604	DRD4	target	Linalool
MOL001604	PARP1	target	Linalool
MOL001604	LIPA	target	Linalool
MOL001604	CHRM1	target	Linalool
MOL001604	DRD2	target	Linalool
MOL001604	SIGMAR1	target	Linalool
MOL001696	BCHE	target	Morusin
MOL001696	ACHE	target	Morusin
MOL001696	PTGS2	target	Morusin
MOL001696	BACE1	target	Morusin
MOL001696	ABCG2	target	Morusin
MOL001696	ADORA1	target	Morusin
MOL001696	RELA	target	Morusin
MOL001696	NFKB1	target	Morusin
MOL001696	CYP1A1	target	Morusin
MOL001696	CYP1A2	target	Morusin
MOL001696	CYP1B1	target	Morusin
MOL001696	ALOX15	target	Morusin
MOL001696	HSP90B1	target	Morusin
MOL001696	HSP90AA1	target	Morusin
MOL001696	ABCB1	target	Morusin
MOL001696	PRKCD	target	Morusin
MOL001696	PRKCA	target	Morusin
MOL001696	PRKCB	target	Morusin
MOL001696	PRKCH	target	Morusin
MOL001696	F10	target	Morusin
MOL001696	CTNNB1	target	Morusin
MOL001696	NOS2	target	Morusin
MOL001696	CXCR2	target	Morusin
MOL001696	ERBB2	target	Morusin
MOL001696	SIRT1	target	Morusin
MOL001746	FAAH	target	ELD
MOL001746	PFKFB3	target	ELD
MOL001746	HSD11B2	target	ELD
MOL001746	TEK	target	ELD
MOL001746	MAPK14	target	ELD
MOL001746	ACACB	target	ELD
MOL001746	ALOX5AP	target	ELD
MOL001746	MTNR1B	target	ELD
MOL001746	DUT	target	ELD
MOL001746	PLAU	target	ELD
MOL001746	ECE1	target	ELD
MOL001746	NOD2	target	ELD
MOL001746	F2	target	ELD
MOL001746	F10	target	ELD
MOL001746	CSF1R	target	ELD
MOL001746	KDR	target	ELD
MOL001746	FGFR1	target	ELD
MOL001746	TGFBR1	target	ELD
MOL001816	CA2	target	Amide HPL
MOL001816	CA1	target	Amide HPL
MOL001816	HDAC1	target	Amide HPL
MOL001816	HDAC6	target	Amide HPL
MOL001816	HDAC2	target	Amide HPL
MOL001816	KISS1R	target	Amide HPL
MOL001816	FAAH	target	Amide HPL
MOL001816	CHRNA4	target	Amide HPL
MOL001816	SHBG	target	Amide HPL
MOL001816	ALOX5AP	target	Amide HPL
MOL001816	RORC	target	Amide HPL
MOL001816	ROCK2	target	Amide HPL
MOL001816	PLAU	target	Amide HPL
MOL001816	TEK	target	Amide HPL
MOL001816	ACACB	target	Amide HPL
MOL001816	MTNR1B	target	Amide HPL
MOL001816	LAP3	target	Amide HPL
MOL000199	DRD2	target	Safrol
MOL000199	ALOX15	target	Safrol
MOL000199	HSP90AA1	target	Safrol
MOL000199	GRM4	target	Safrol
MOL000199	LIMK1	target	Safrol
MOL000199	ADORA2A	target	Safrol
MOL000199	TGM2	target	Safrol
MOL000199	CHUK	target	Safrol
MOL000199	CASP3	target	Safrol
MOL000199	KDM5B	target	Safrol
MOL000199	NOS1	target	Safrol
MOL000199	PTK2B	target	Safrol
MOL000199	BCHE	target	Safrol
MOL000199	TERT	target	Safrol
MOL000199	PTPRC	target	Safrol
MOL000199	HRH4	target	Safrol
MOL000199	IDO1	target	Safrol
MOL000206	CYP1A2	target	isoeugenol
MOL000206	CYP1A1	target	isoeugenol
MOL000206	CYP1B1	target	isoeugenol
MOL000206	PTGS1	target	isoeugenol
MOL000206	RELA	target	isoeugenol
MOL000206	CA2	target	isoeugenol
MOL000206	PTGS2	target	isoeugenol
MOL000206	CA1	target	isoeugenol
MOL000206	AHR	target	isoeugenol
MOL000206	ESR1	target	isoeugenol
MOL000206	EGFR	target	isoeugenol
MOL000206	VEGFA	target	isoeugenol
MOL000206	MAPT	target	isoeugenol
MOL000206	MIF	target	isoeugenol
MOL000206	NFE2L2	target	isoeugenol
MOL000206	HMGCR	target	isoeugenol
MOL000206	CYP2C9	target	isoeugenol
MOL000206	CYP3A4	target	isoeugenol
MOL000206	TYR	target	isoeugenol
MOL000206	MAOA	target	isoeugenol
MOL000206	HDAC4	target	isoeugenol
MOL000206	CXCR2	target	isoeugenol
MOL000206	CYP17A1	target	isoeugenol
MOL000206	CYP19A1	target	isoeugenol
MOL000206	PARP1	target	isoeugenol
MOL000206	ALOX5	target	isoeugenol
MOL000206	AR	target	isoeugenol
MOL000206	SRC	target	isoeugenol
MOL000206	CHRNA3	target	isoeugenol
MOL000206	CHRNA4	target	isoeugenol
MOL000206	CA3	target	isoeugenol
MOL000206	KDR	target	isoeugenol
MOL000206	ALPL	target	isoeugenol
MOL000206	SRD5A1	target	isoeugenol
MOL000206	ABCB1	target	isoeugenol
MOL000206	BRAF	target	isoeugenol
MOL000206	STAT3	target	isoeugenol
MOL000206	HSD11B1	target	isoeugenol
MOL000206	TDO2	target	isoeugenol
MOL000206	CYP2C19	target	isoeugenol
MOL000206	CA4	target	isoeugenol
MOL000207	PTGS1	target	Methyleugenol
MOL000207	CYP11B1	target	Methyleugenol
MOL000207	CYP11B2	target	Methyleugenol
MOL000207	CYP19A1	target	Methyleugenol
MOL000207	P2RX7	target	Methyleugenol
MOL000207	ACHE	target	Methyleugenol
MOL000207	HMGCR	target	Methyleugenol
MOL000207	ADORA2A	target	Methyleugenol
MOL000207	NOS1	target	Methyleugenol
MOL000207	NOS3	target	Methyleugenol
MOL000207	GRM4	target	Methyleugenol
MOL000207	HMOX1	target	Methyleugenol
MOL000207	CHRM2	target	Methyleugenol
MOL000207	CHRM1	target	Methyleugenol
MOL000207	CHRM3	target	Methyleugenol
MOL000207	ALOX15	target	Methyleugenol
MOL000207	AR	target	Methyleugenol
MOL000207	CYP2A6	target	Methyleugenol
MOL000207	CTSS	target	Methyleugenol
MOL000207	TYK2	target	Methyleugenol
MOL000207	CREBBP	target	Methyleugenol
MOL000207	CA2	target	Methyleugenol
MOL000207	JAK2	target	Methyleugenol
MOL000207	HTR2A	target	Methyleugenol
MOL000207	EP300	target	Methyleugenol
MOL000207	GABRA1	target	Methyleugenol
MOL000207	TGM2	target	Methyleugenol
MOL000207	JAK1	target	Methyleugenol
MOL000207	PARP1	target	Methyleugenol
MOL002343	DRD2	target	tetrandrine
MOL002343	CHRNA4	target	tetrandrine
MOL002343	CHRNA3	target	tetrandrine
MOL002343	BCHE	target	tetrandrine
MOL002850	CA2	target	butylated hydroxytoluene
MOL002850	GABRA1	target	butylated hydroxytoluene
MOL002850	HTR2B	target	butylated hydroxytoluene
MOL002850	PTGS1	target	butylated hydroxytoluene
MOL002850	RORC	target	butylated hydroxytoluene
MOL002850	ESRRG	target	butylated hydroxytoluene
MOL002850	ESR2	target	butylated hydroxytoluene
MOL002850	ESR1	target	butylated hydroxytoluene
MOL002850	TYR	target	butylated hydroxytoluene
MOL002850	NOS1	target	butylated hydroxytoluene
MOL002850	NOS3	target	butylated hydroxytoluene
MOL000034	HSD11B1	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	PTGS1	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	NR1H3	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	CYP19A1	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	SLC6A4	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	AR	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	CYP17A1	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	BCHE	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	SHBG	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL000034	ABHD6	target	2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol
MOL003546	CYP19A1	target	Aristolone
MOL003546	SRD5A1	target	Aristolone
MOL003546	SRD5A2	target	Aristolone
MOL003546	SERPINA6	target	Aristolone
MOL003546	SHBG	target	Aristolone
MOL003546	NR1I2	target	Aristolone
MOL003546	CYP17A1	target	Aristolone
MOL003546	SIGMAR1	target	Aristolone
MOL003546	AR	target	Aristolone
MOL003546	HSD17B3	target	Aristolone
MOL003546	PGR	target	Aristolone
MOL003546	NR3C1	target	Aristolone
MOL003546	HSD11B1	target	Aristolone
MOL003546	CCR5	target	Aristolone
MOL003546	MAPK3	target	Aristolone
MOL003546	PRKCH	target	Aristolone
MOL003546	HSD11B2	target	Aristolone
MOL003546	PTPN11	target	Aristolone
MOL003546	BCHE	target	Aristolone
MOL003546	PTPN2	target	Aristolone
MOL003546	BACE1	target	Aristolone
MOL003546	FAAH	target	Aristolone
MOL003546	ESR1	target	Aristolone
MOL003546	ESR2	target	Aristolone
MOL003546	P2RX7	target	Aristolone
MOL003546	ALOX5	target	Aristolone
MOL003546	PTGS1	target	Aristolone
MOL003546	TYMS	target	Aristolone
MOL003546	NOS2	target	Aristolone
MOL003546	CHRM1	target	Aristolone
MOL003546	IDO1	target	Aristolone
MOL003546	GLI2	target	Aristolone
MOL003546	PTPN6	target	Aristolone
MOL003547	HMGCR	target	Azaron
MOL003547	CYP1A2	target	Azaron
MOL003547	CYP1A1	target	Azaron
MOL003547	CYP1B1	target	Azaron
MOL003547	CYP19A1	target	Azaron
MOL003547	PTGS1	target	Azaron
MOL003788	CA1	target	Cinnamein
MOL003788	CA2	target	Cinnamein
MOL003788	VCP	target	Cinnamein
MOL003788	CXCR2	target	Cinnamein
MOL003788	TSPO	target	Cinnamein
MOL003788	HSD11B1	target	Cinnamein
MOL003788	MAPT	target	Cinnamein
MOL003788	PDE5A	target	Cinnamein
MOL003788	EP300	target	Cinnamein
MOL003788	SNCA	target	Cinnamein
MOL003788	CRHR1	target	Cinnamein
MOL003788	BCHE	target	Cinnamein
MOL003788	HTR1A	target	Cinnamein
MOL003788	DRD2	target	Cinnamein
MOL003788	ACHE	target	Cinnamein
MOL003788	MAPK14	target	Cinnamein
MOL003788	MAPK11	target	Cinnamein
MOL003788	CYP11B1	target	Cinnamein
MOL003788	CYP11B2	target	Cinnamein
MOL003788	C1R	target	Cinnamein
MOL003788	PDGFRB	target	Cinnamein
MOL003788	KDR	target	Cinnamein
MOL003788	FGFR1	target	Cinnamein
MOL003788	GRM4	target	Cinnamein
MOL003788	CDK2	target	Cinnamein
MOL003788	TNKS	target	Cinnamein
MOL003788	LRRK2	target	Cinnamein
MOL003788	CTSL	target	Cinnamein
MOL003788	STAT3	target	Cinnamein
MOL003788	P2RX7	target	Cinnamein
MOL003788	TLR9	target	Cinnamein
MOL003940	CA2	target	Stearamide
MOL003940	CA1	target	Stearamide
MOL003940	AR	target	Stearamide
MOL003940	HDAC1	target	Stearamide
MOL003940	HDAC6	target	Stearamide
MOL003940	HDAC2	target	Stearamide
MOL003940	KISS1R	target	Stearamide
MOL003940	PLG	target	Stearamide
MOL003940	CHRNA4	target	Stearamide
MOL003940	SHBG	target	Stearamide
MOL003940	HSP90AA1	target	Stearamide
MOL003940	LAP3	target	Stearamide
MOL000431	CA2	target	coumarin
MOL000431	CA1	target	coumarin
MOL000431	CA3	target	coumarin
MOL000431	CA4	target	coumarin
MOL000431	NFKB1	target	coumarin
MOL000431	ACHE	target	coumarin
MOL000431	XDH	target	coumarin
MOL004741	ATP12A	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	CYP19A1	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PPARG	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	AR	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PDCD4	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PGR	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PPARD	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PRKCA	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	MAOA	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	PLA2G2A	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	HSD11B2	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL004741	RASGRP3	target	(7aR)-4,4,7a-trimethyl-6,7-dihydro-5H-benzofuran-2-one
MOL000475	RELA	target	anethole
MOL000475	ALOX5	target	anethole
MOL000475	CYP1B1	target	anethole
MOL000475	AHR	target	anethole
MOL000475	CYP1A1	target	anethole
MOL000475	ESR1	target	anethole
MOL000475	CA2	target	anethole
MOL000475	CA1	target	anethole
MOL000475	F3	target	anethole
MOL005272	HSD11B1	target	13-Tetradecenyl acetate
MOL005272	ACHE	target	13-Tetradecenyl acetate
MOL005272	PREP	target	13-Tetradecenyl acetate
MOL005272	F2	target	13-Tetradecenyl acetate
MOL005272	ROCK2	target	13-Tetradecenyl acetate
MOL005272	FAAH	target	13-Tetradecenyl acetate
MOL005272	F2R	target	13-Tetradecenyl acetate
MOL005272	BCL2	target	13-Tetradecenyl acetate
MOL005272	ALOX15	target	13-Tetradecenyl acetate
MOL005272	HPGD	target	13-Tetradecenyl acetate
MOL005272	SRC	target	13-Tetradecenyl acetate
MOL005272	ALOX5AP	target	13-Tetradecenyl acetate
MOL005272	C3AR1	target	13-Tetradecenyl acetate
MOL005272	PRSS1	target	13-Tetradecenyl acetate
MOL005272	MAPT	target	13-Tetradecenyl acetate
MOL005272	SNCA	target	13-Tetradecenyl acetate
MOL005386	AR	target	Vulgarin
MOL005386	PTGS2	target	Vulgarin
MOL005386	NR3C1	target	Vulgarin
MOL005386	CYP19A1	target	Vulgarin
MOL005386	PRSS1	target	Vulgarin
MOL005386	PGR	target	Vulgarin
MOL005386	EPAS1	target	Vulgarin
MOL005386	CYP17A1	target	Vulgarin
MOL005386	HSD11B2	target	Vulgarin
MOL005386	HSD11B1	target	Vulgarin
MOL005386	ALOX5	target	Vulgarin
MOL005386	TERT	target	Vulgarin
MOL005386	HMGCR	target	Vulgarin
MOL005386	F2	target	Vulgarin
MOL005386	PREP	target	Vulgarin
MOL005386	CYP2C19	target	Vulgarin
MOL005386	PRKCA	target	Vulgarin
MOL005386	ABCB1	target	Vulgarin
MOL005386	LRRK2	target	Vulgarin
MOL005386	HMOX1	target	Vulgarin
MOL005386	PPP2CA	target	Vulgarin
MOL005386	F2RL1	target	Vulgarin
MOL005386	CYP11B1	target	Vulgarin
MOL005386	CYP11B2	target	Vulgarin
MOL005386	KCNJ11	target	Vulgarin
MOL005386	SERPINA6	target	Vulgarin
MOL005386	PTPN2	target	Vulgarin
MOL005386	AKR1C1	target	Vulgarin
MOL005386	BCL2L1	target	Vulgarin
MOL005386	PLA2G2A	target	Vulgarin
MOL005386	IKBKB	target	Vulgarin
MOL005386	PTPN11	target	Vulgarin
MOL005386	JAK1	target	Vulgarin
MOL005386	JAK2	target	Vulgarin
MOL005386	GSK3B	target	Vulgarin
MOL005386	AOC3	target	Vulgarin
MOL005386	JAK3	target	Vulgarin
MOL005386	TYK2	target	Vulgarin
MOL005386	TYMS	target	Vulgarin
MOL005386	MAPK1	target	Vulgarin
MOL005386	VAV1	target	Vulgarin
MOL005386	CYP2C9	target	Vulgarin
MOL005386	ATP12A	target	Vulgarin
MOL005386	NOS2	target	Vulgarin
MOL005386	CASP1	target	Vulgarin
MOL005386	VDR	target	Vulgarin
MOL005386	ADRA2C	target	Vulgarin
MOL005386	PIM1	target	Vulgarin
MOL005386	TLR9	target	Vulgarin
MOL005386	PARP1	target	Vulgarin
MOL005386	CAPN1	target	Vulgarin
MOL005386	LIPA	target	Vulgarin
MOL005386	PRKCD	target	Vulgarin
MOL005386	PDCD4	target	Vulgarin
MOL005386	MTNR1B	target	Vulgarin
MOL005386	DRD4	target	Vulgarin
MOL005386	FLT1	target	Vulgarin
MOL005386	KIT	target	Vulgarin
MOL005386	BRD4	target	Vulgarin
MOL005386	BRD2	target	Vulgarin
MOL005386	P2RX3	target	Vulgarin
MOL005386	EIF2AK3	target	Vulgarin
MOL005386	DRD2	target	Vulgarin
MOL005472	PTPN2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGER1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MDM2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	SLC22A6	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PRKCD	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	CSNK2A1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	AKR1C1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	SLC22A12	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	RBP4	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	ALOX5AP	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	ACE	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MAPK14	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MAPK1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	SLC16A1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	BCL2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	FABP4	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MMP9	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MMP2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	BCL2L1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	RXRB	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	DHODH	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGER2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGS2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	CCR9	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	AR	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	CCR2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	AGTR2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	SRD5A2	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	AGTR1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	TTR	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGER3	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	KDM5B	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGER4	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MMP3	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTPN22	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	MMP1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	PTGS1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	ECE1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	SRD5A1	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
MOL005472	VCP	target	1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester
