#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LYN	STAT1	9606.ENSP00000428924	9606.ENSP00000354394	0	0	0	0	0.063	0.140	0.900	0.398	0.945
LYN	SRC	9606.ENSP00000428924	9606.ENSP00000362680	0	0	0.442	0.952	0	0.486	0.900	0.909	0.949
LYN	SYK	9606.ENSP00000428924	9606.ENSP00000364907	0	0	0	0.723	0.244	0.462	0.900	0.990	0.967
LYN	PRKCD	9606.ENSP00000428924	9606.ENSP00000378217	0	0	0	0.576	0.092	0.275	0.900	0.878	0.954
LYN	MAPK8	9606.ENSP00000428924	9606.ENSP00000378974	0	0	0.371	0.569	0.062	0.143	0.900	0.408	0.937
LYN	PTK2B	9606.ENSP00000428924	9606.ENSP00000380638	0	0	0	0.732	0.062	0.298	0.900	0.774	0.943
LYN	PTPN6	9606.ENSP00000428924	9606.ENSP00000391592	0	0	0	0	0.107	0.870	0.900	0.600	0.994
LYN	PTPRC	9606.ENSP00000428924	9606.ENSP00000411355	0	0	0	0	0.177	0.482	0.900	0.819	0.991
LYN	PPP2CA	9606.ENSP00000428924	9606.ENSP00000418447	0	0	0	0	0	0.117	0.900	0.168	0.920
LYN	YES1	9606.ENSP00000428924	9606.ENSP00000462468	0	0	0	0.956	0	0	0.900	0.720	0.903
LYN	VAV1	9606.ENSP00000428924	9606.ENSP00000472929	0	0	0	0	0.133	0.056	0.900	0.871	0.988
MAP2K5	NTRK1	9606.ENSP00000178640	9606.ENSP00000431418	0	0	0	0.568	0	0.178	0.900	0.188	0.919
MAP3K11	RAF1	9606.ENSP00000309597	9606.ENSP00000251849	0	0	0	0.616	0	0	0.900	0.367	0.913
MAP3K11	MAPK8	9606.ENSP00000309597	9606.ENSP00000378974	0	0	0	0.579	0.062	0.347	0.900	0.751	0.954
MAP3K14	TNFRSF1A	9606.ENSP00000482657	9606.ENSP00000162749	0	0	0	0	0	0	0.900	0.368	0.934
MAP3K14	MAPK1	9606.ENSP00000482657	9606.ENSP00000215832	0	0	0	0.609	0.056	0.246	0.900	0.324	0.931
MAP3K14	TAB1	9606.ENSP00000482657	9606.ENSP00000216160	0	0	0	0	0.066	0.155	0.900	0.237	0.931
MAP3K14	MAPK3	9606.ENSP00000482657	9606.ENSP00000263025	0	0	0	0.598	0.056	0.381	0.900	0.243	0.941
MAP3K14	MAP3K7	9606.ENSP00000482657	9606.ENSP00000358335	0	0	0	0.565	0.065	0.504	0.900	0.383	0.957
MAP3K14	PSMB2	9606.ENSP00000482657	9606.ENSP00000362334	0	0	0	0	0	0	0.900	0	0.900
MAP3K14	TNF	9606.ENSP00000482657	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.276	0.924
MAP3K7	TNFRSF1A	9606.ENSP00000358335	9606.ENSP00000162749	0	0	0	0	0	0.872	0.900	0.518	0.993
MAP3K7	TAB1	9606.ENSP00000358335	9606.ENSP00000216160	0	0	0	0	0.065	0.980	0.900	0.992	0.999
MAP3K7	NFKBIA	9606.ENSP00000358335	9606.ENSP00000216797	0	0	0	0	0	0.330	0.650	0.636	0.907
MAP3K7	RIPK2	9606.ENSP00000358335	9606.ENSP00000220751	0	0	0	0.611	0	0.835	0.600	0.700	0.949
MAP3K7	MAPK14	9606.ENSP00000358335	9606.ENSP00000229795	0	0	0	0.604	0	0.300	0.900	0.585	0.943
MAP3K7	PRKCQ	9606.ENSP00000358335	9606.ENSP00000263125	0	0	0	0.560	0.063	0.526	0.800	0.195	0.910
MAP3K7	NOD2	9606.ENSP00000358335	9606.ENSP00000300589	0	0	0	0	0	0.675	0.600	0.488	0.927
MAP3K7	MAPK11	9606.ENSP00000358335	9606.ENSP00000333685	0	0	0	0.595	0	0.148	0.900	0.391	0.924
MAP3K7	TGFBR2	9606.ENSP00000358335	9606.ENSP00000351905	0	0	0	0.560	0	0.282	0.900	0.488	0.940
MAP3K7	RELA	9606.ENSP00000358335	9606.ENSP00000384273	0	0	0	0	0.062	0.685	0.650	0.466	0.937
MAP3K7	MAPK8	9606.ENSP00000358335	9606.ENSP00000378974	0	0	0	0.581	0.063	0.661	0.800	0.632	0.948
MAP3K7	TGFBR1	9606.ENSP00000358335	9606.ENSP00000364133	0	0	0	0.583	0.083	0.675	0.900	0.689	0.976
MAP3K7	TNF	9606.ENSP00000358335	9606.ENSP00000398698	0	0	0	0	0	0.639	0.900	0.548	0.982
MAP3K7	XIAP	9606.ENSP00000358335	9606.ENSP00000360242	0	0	0	0	0	0.700	0.900	0.537	0.984
MAPK1	S1PR4	9606.ENSP00000215832	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0	0.900
MAPK1	S1PR2	9606.ENSP00000215832	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.072	0.903
MAPK1	S1PR1	9606.ENSP00000215832	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.094	0.905
MAPK1	MAPT	9606.ENSP00000215832	9606.ENSP00000340820	0	0	0	0	0	0.362	0.800	0.322	0.906
MAPK1	RXRB	9606.ENSP00000215832	9606.ENSP00000363817	0	0	0	0	0	0.104	0.900	0.050	0.907
MAPK1	RARB	9606.ENSP00000215832	9606.ENSP00000332296	0	0	0	0	0	0.104	0.900	0.108	0.913
MAPK1	PIN1	9606.ENSP00000215832	9606.ENSP00000247970	0	0	0	0	0.055	0	0.900	0.181	0.915
MAPK1	TYK2	9606.ENSP00000215832	9606.ENSP00000431885	0	0	0	0.594	0	0.148	0.900	0.270	0.919
MAPK1	PPIA	9606.ENSP00000215832	9606.ENSP00000419425	0	0	0	0	0.088	0.056	0.900	0.195	0.921
MAPK1	YES1	9606.ENSP00000215832	9606.ENSP00000462468	0	0	0	0.618	0.062	0.148	0.900	0.326	0.922
MAPK1	TERT	9606.ENSP00000215832	9606.ENSP00000309572	0	0	0	0	0.057	0	0.900	0.268	0.924
MAPK1	NTRK1	9606.ENSP00000215832	9606.ENSP00000431418	0	0	0	0.574	0	0.167	0.900	0.381	0.926
MAPK1	PRKCQ	9606.ENSP00000215832	9606.ENSP00000263125	0	0	0	0.594	0.062	0.249	0.900	0.210	0.928
MAPK1	PTK2	9606.ENSP00000215832	9606.ENSP00000341189	0	0	0	0.582	0.063	0.139	0.900	0.498	0.929
MAPK1	PRKCH	9606.ENSP00000215832	9606.ENSP00000329127	0	0	0	0.577	0.062	0.249	0.900	0.247	0.930
MAPK1	MAPK8	9606.ENSP00000215832	9606.ENSP00000378974	0	0	0.386	0.886	0.081	0.225	0.900	0.735	0.931
MAPK1	PRKCB	9606.ENSP00000215832	9606.ENSP00000305355	0	0	0	0.590	0.053	0.213	0.900	0.427	0.932
MAPK1	MAPKAPK2	9606.ENSP00000215832	9606.ENSP00000356070	0	0	0.349	0.596	0.064	0.908	0	0.414	0.934
MAPK1	PPP2CA	9606.ENSP00000215832	9606.ENSP00000418447	0	0	0	0	0.101	0.534	0.800	0.323	0.935
MAPK1	RPS6KA6	9606.ENSP00000215832	9606.ENSP00000262752	0	0	0	0.667	0.062	0.320	0.900	0.242	0.935
MAPK1	PRKCA	9606.ENSP00000215832	9606.ENSP00000408695	0	0	0	0.594	0.053	0.275	0.900	0.514	0.940
MAPK1	NR3C1	9606.ENSP00000215832	9606.ENSP00000231509	0	0	0	0	0	0.264	0.900	0.296	0.943
MAPK1	RELA	9606.ENSP00000215832	9606.ENSP00000384273	0	0	0	0	0	0.118	0.900	0.419	0.944
MAPK1	PGR	9606.ENSP00000215832	9606.ENSP00000325120	0	0	0	0	0	0.317	0.900	0.253	0.944
MAPK1	NFKB1	9606.ENSP00000215832	9606.ENSP00000226574	0	0	0	0	0.042	0.134	0.900	0.424	0.945
MAPK1	PRKCD	9606.ENSP00000215832	9606.ENSP00000378217	0	0	0	0.589	0.062	0.383	0.900	0.465	0.948
MAPK1	NFKBIA	9606.ENSP00000215832	9606.ENSP00000216797	0	0	0	0	0	0.134	0.900	0.461	0.949
MAPK1	RPS6KB1	9606.ENSP00000215832	9606.ENSP00000225577	0	0	0.355	0.649	0.062	0.309	0.900	0.594	0.950
MAPK1	STAT5B	9606.ENSP00000215832	9606.ENSP00000293328	0	0	0	0	0.062	0.225	0.900	0.422	0.952
MAPK1	RXRA	9606.ENSP00000215832	9606.ENSP00000419692	0	0	0	0	0	0.498	0.900	0.134	0.952
MAPK1	SRC	9606.ENSP00000215832	9606.ENSP00000362680	0	0	0.311	0.626	0.062	0.351	0.900	0.706	0.956
MAPK1	STAT1	9606.ENSP00000215832	9606.ENSP00000354394	0	0	0	0	0.062	0.182	0.900	0.578	0.963
MAPK1	RPS6KA4	9606.ENSP00000215832	9606.ENSP00000333896	0	0	0	0.613	0.062	0.720	0.900	0.124	0.972
MAPK1	PTPN11	9606.ENSP00000215832	9606.ENSP00000340944	0	0	0	0	0.099	0.349	0.900	0.641	0.976
MAPK1	MAPK14	9606.ENSP00000215832	9606.ENSP00000229795	0	0	0.412	0.926	0.106	0.874	0.800	0.776	0.977
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.446	0.983	0	0.887	0.900	0.923	0.988
MAPK1	RAF1	9606.ENSP00000215832	9606.ENSP00000251849	0	0	0	0.587	0.066	0.846	0.900	0.738	0.989
MAPK1	TP53	9606.ENSP00000215832	9606.ENSP00000269305	0	0	0	0	0.055	0.876	0.800	0.695	0.991
MAPK1	MKNK2	9606.ENSP00000215832	9606.ENSP00000250896	0	0	0.295	0.606	0.056	0.884	0.900	0.487	0.991
MAPK1	RPS6KA3	9606.ENSP00000215832	9606.ENSP00000368884	0	0	0	0.663	0.062	0.899	0.900	0.604	0.991
MAPK1	STAT3	9606.ENSP00000215832	9606.ENSP00000264657	0	0	0	0	0.062	0.888	0.900	0.707	0.996
MAPK10	NGFR	9606.ENSP00000352157	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0.148	0.911
MAPK10	NR3C1	9606.ENSP00000352157	9606.ENSP00000231509	0	0	0	0	0.062	0	0.900	0.114	0.909
MAPK10	TP53	9606.ENSP00000352157	9606.ENSP00000269305	0	0	0	0	0	0.333	0.800	0.398	0.912
MAPK10	MAPK8	9606.ENSP00000352157	9606.ENSP00000378974	0	0	0.445	0.984	0.062	0	0.900	0.917	0.904
MAPK11	MAPK13	9606.ENSP00000333685	9606.ENSP00000211287	0	0	0.421	0.962	0	0.069	0.900	0.858	0.907
MAPK11	MAPK12	9606.ENSP00000333685	9606.ENSP00000215659	0	0	0.435	0.967	0.097	0.069	0.900	0.899	0.912
MAPK11	TAB1	9606.ENSP00000333685	9606.ENSP00000216160	0	0	0	0	0.088	0.684	0.900	0.562	0.985
MAPK11	MAPK14	9606.ENSP00000333685	9606.ENSP00000229795	0	0	0.436	0.976	0	0.401	0.900	0.842	0.939
MAPK11	NR3C1	9606.ENSP00000333685	9606.ENSP00000231509	0	0	0	0	0	0.104	0.900	0.125	0.914
MAPK11	TP53	9606.ENSP00000333685	9606.ENSP00000269305	0	0	0	0	0	0.285	0.900	0.437	0.956
MAPK11	TH	9606.ENSP00000333685	9606.ENSP00000370571	0	0	0	0	0	0.056	0.900	0.091	0.906
MAPK11	YES1	9606.ENSP00000333685	9606.ENSP00000462468	0	0	0	0.605	0	0.148	0.900	0.212	0.917
MAPK11	SYK	9606.ENSP00000333685	9606.ENSP00000364907	0	0	0	0.582	0.062	0.148	0.900	0.201	0.919
MAPK11	VEGFA	9606.ENSP00000333685	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.271	0.924
MAPK11	SRC	9606.ENSP00000333685	9606.ENSP00000362680	0	0	0.247	0.607	0.076	0.148	0.900	0.318	0.930
MAPK11	STAT1	9606.ENSP00000333685	9606.ENSP00000354394	0	0	0	0	0.062	0.078	0.900	0.308	0.932
MAPK11	RPS6KA4	9606.ENSP00000333685	9606.ENSP00000333896	0	0	0	0.615	0.179	0.175	0.900	0.371	0.936
MAPK11	TNF	9606.ENSP00000333685	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.472	0.945
MAPK11	MAPKAPK2	9606.ENSP00000333685	9606.ENSP00000356070	0	0	0.376	0.586	0.082	0.784	0.900	0.660	0.986
MAPK12	MAPK13	9606.ENSP00000215659	9606.ENSP00000211287	0	0	0.431	0.967	0	0.428	0.900	0.866	0.942
MAPK12	MAPK14	9606.ENSP00000215659	9606.ENSP00000229795	0	0	0.415	0.968	0	0.101	0.900	0.774	0.909
MAPK12	MAPKAPK2	9606.ENSP00000215659	9606.ENSP00000356070	0	0	0.394	0.589	0.062	0.391	0.800	0.587	0.919
MAPK12	VEGFA	9606.ENSP00000215659	9606.ENSP00000478570	0	0	0	0	0.062	0	0.900	0.229	0.921
MAPK12	SRC	9606.ENSP00000215659	9606.ENSP00000362680	0	0	0.282	0.612	0	0.148	0.900	0.307	0.928
MAPK12	STAT1	9606.ENSP00000215659	9606.ENSP00000354394	0	0	0	0	0.062	0.078	0.900	0.327	0.934
MAPK12	MAPT	9606.ENSP00000215659	9606.ENSP00000340820	0	0	0	0	0.062	0.477	0.900	0.230	0.957
MAPK13	MAPK14	9606.ENSP00000211287	9606.ENSP00000229795	0	0	0.414	0.962	0	0.069	0.900	0.688	0.906
MAPK13	VEGFA	9606.ENSP00000211287	9606.ENSP00000478570	0	0	0	0	0.049	0	0.900	0.167	0.913
MAPK13	MAPKAPK2	9606.ENSP00000211287	9606.ENSP00000356070	0	0	0.376	0.599	0.055	0.391	0.800	0.664	0.920
MAPK13	SRC	9606.ENSP00000211287	9606.ENSP00000362680	0	0	0.239	0.604	0	0.148	0.900	0.180	0.923
MAPK13	STAT1	9606.ENSP00000211287	9606.ENSP00000354394	0	0	0	0	0.062	0.078	0.900	0.356	0.936
MAPK13	MAPT	9606.ENSP00000211287	9606.ENSP00000340820	0	0	0	0	0.049	0.500	0.900	0.218	0.957
MAPK14	TAB1	9606.ENSP00000229795	9606.ENSP00000216160	0	0	0	0	0	0.966	0.900	0.987	0.999
MAPK14	NFKBIA	9606.ENSP00000229795	9606.ENSP00000216797	0	0	0	0	0	0.340	0.900	0.711	0.979
MAPK14	NFKB1	9606.ENSP00000229795	9606.ENSP00000226574	0	0	0	0	0.065	0.134	0.900	0.463	0.950
MAPK14	RARB	9606.ENSP00000229795	9606.ENSP00000332296	0	0	0	0	0	0.104	0.900	0.057	0.908
MAPK14	S1PR2	9606.ENSP00000229795	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.132	0.909
MAPK14	MKNK2	9606.ENSP00000229795	9606.ENSP00000250896	0	0	0.333	0.616	0.062	0.890	0	0.284	0.914
MAPK14	TEK	9606.ENSP00000229795	9606.ENSP00000369375	0	0	0	0.585	0	0.081	0.900	0.295	0.914
MAPK14	TH	9606.ENSP00000229795	9606.ENSP00000370571	0	0	0	0	0	0.056	0.900	0.203	0.918
MAPK14	YES1	9606.ENSP00000229795	9606.ENSP00000462468	0	0	0	0.624	0.048	0.148	0.900	0.261	0.919
MAPK14	PTK2B	9606.ENSP00000229795	9606.ENSP00000380638	0	0	0	0.571	0.065	0.100	0.900	0.484	0.926
MAPK14	SYK	9606.ENSP00000229795	9606.ENSP00000364907	0	0	0	0.574	0.062	0.148	0.900	0.523	0.931
MAPK14	NR3C1	9606.ENSP00000229795	9606.ENSP00000231509	0	0	0	0	0	0.104	0.900	0.334	0.935
MAPK14	SRC	9606.ENSP00000229795	9606.ENSP00000362680	0	0	0.254	0.627	0	0.148	0.900	0.704	0.939
MAPK14	VEGFA	9606.ENSP00000229795	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.539	0.951
MAPK14	RELA	9606.ENSP00000229795	9606.ENSP00000384273	0	0	0	0	0	0.128	0.900	0.525	0.955
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0.394	0.924	0.048	0.777	0.800	0.831	0.957
MAPK14	STAT3	9606.ENSP00000229795	9606.ENSP00000264657	0	0	0	0	0.062	0.056	0.900	0.624	0.962
MAPK14	STAT1	9606.ENSP00000229795	9606.ENSP00000354394	0	0	0	0	0.062	0.243	0.900	0.541	0.963
MAPK14	TNF	9606.ENSP00000229795	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.768	0.975
MAPK14	RPS6KA4	9606.ENSP00000229795	9606.ENSP00000333896	0	0	0	0.606	0.085	0.893	0.900	0.438	0.991
MAPK14	TP53	9606.ENSP00000229795	9606.ENSP00000269305	0	0	0	0	0	0.878	0.900	0.655	0.995
MAPK14	MAPKAPK2	9606.ENSP00000229795	9606.ENSP00000356070	0	0	0.350	0.592	0.110	0.991	0.900	0.951	0.999
MAPK3	NFKBIA	9606.ENSP00000263025	9606.ENSP00000216797	0	0	0	0	0	0.134	0.900	0.708	0.972
MAPK3	RPS6KB1	9606.ENSP00000263025	9606.ENSP00000225577	0	0	0.372	0.625	0.062	0.309	0.900	0.780	0.956
MAPK3	NFKB1	9606.ENSP00000263025	9606.ENSP00000226574	0	0	0	0	0	0.134	0.900	0.402	0.943
MAPK3	NR3C1	9606.ENSP00000263025	9606.ENSP00000231509	0	0	0	0	0	0.104	0.900	0.627	0.963
MAPK3	S1PR4	9606.ENSP00000263025	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0.323	0.929
MAPK3	PIN1	9606.ENSP00000263025	9606.ENSP00000247970	0	0	0	0	0.049	0	0.900	0.133	0.910
MAPK3	MKNK2	9606.ENSP00000263025	9606.ENSP00000250896	0	0	0.309	0.603	0.056	0.176	0.900	0.357	0.934
MAPK3	RAF1	9606.ENSP00000263025	9606.ENSP00000251849	0	0	0	0.586	0.066	0.798	0.900	0.836	0.986
MAPK3	RPS6KA6	9606.ENSP00000263025	9606.ENSP00000262752	0	0	0	0.652	0.062	0.328	0.900	0.371	0.939
MAPK3	RXRB	9606.ENSP00000263025	9606.ENSP00000363817	0	0	0	0	0	0.104	0.900	0.050	0.907
MAPK3	RARB	9606.ENSP00000263025	9606.ENSP00000332296	0	0	0	0	0	0.104	0.900	0.161	0.918
MAPK3	TYK2	9606.ENSP00000263025	9606.ENSP00000431885	0	0	0	0.589	0	0.148	0.900	0.397	0.924
MAPK3	PRKCH	9606.ENSP00000263025	9606.ENSP00000329127	0	0	0	0.572	0.074	0.249	0.900	0.189	0.929
MAPK3	PPIA	9606.ENSP00000263025	9606.ENSP00000419425	0	0	0	0	0.049	0.056	0.900	0.321	0.930
MAPK3	PRKCQ	9606.ENSP00000263025	9606.ENSP00000263125	0	0	0	0.590	0.062	0.249	0.900	0.287	0.931
MAPK3	TERT	9606.ENSP00000263025	9606.ENSP00000309572	0	0	0	0	0.057	0	0.900	0.342	0.932
MAPK3	PRKCB	9606.ENSP00000263025	9606.ENSP00000305355	0	0	0	0.587	0.053	0.213	0.900	0.468	0.933
MAPK3	MAPK8	9606.ENSP00000263025	9606.ENSP00000378974	0	0	0.390	0.874	0.083	0.225	0.900	0.837	0.934
MAPK3	MAPT	9606.ENSP00000263025	9606.ENSP00000340820	0	0	0	0	0	0.517	0.800	0.381	0.935
MAPK3	S1PR1	9606.ENSP00000263025	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.397	0.937
MAPK3	RXRA	9606.ENSP00000263025	9606.ENSP00000419692	0	0	0	0	0	0.317	0.900	0.152	0.937
MAPK3	PTK2	9606.ENSP00000263025	9606.ENSP00000341189	0	0	0	0.575	0.063	0.139	0.900	0.863	0.944
MAPK3	RPS6KA4	9606.ENSP00000263025	9606.ENSP00000333896	0	0	0	0.597	0.089	0.372	0.900	0.299	0.944
MAPK3	NTRK1	9606.ENSP00000263025	9606.ENSP00000431418	0	0	0	0.573	0	0.300	0.900	0.621	0.945
MAPK3	RELA	9606.ENSP00000263025	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.490	0.946
MAPK3	S1PR2	9606.ENSP00000263025	9606.ENSP00000466933	0	0	0	0	0.077	0	0.900	0.477	0.947
MAPK3	PPP2CA	9606.ENSP00000263025	9606.ENSP00000418447	0	0	0	0	0.063	0.554	0.800	0.485	0.951
MAPK3	PRKCA	9606.ENSP00000263025	9606.ENSP00000408695	0	0	0	0.588	0.053	0.369	0.900	0.656	0.952
MAPK3	PRKCD	9606.ENSP00000263025	9606.ENSP00000378217	0	0	0	0.582	0.062	0.383	0.900	0.646	0.953
MAPK3	PGR	9606.ENSP00000263025	9606.ENSP00000325120	0	0	0	0	0	0.104	0.900	0.588	0.959
MAPK3	STAT5B	9606.ENSP00000263025	9606.ENSP00000293328	0	0	0	0	0.062	0.056	0.900	0.695	0.969
MAPK3	STAT1	9606.ENSP00000263025	9606.ENSP00000354394	0	0	0	0	0.062	0.161	0.900	0.655	0.969
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0.308	0.611	0.062	0.538	0.900	0.835	0.971
MAPK3	TP53	9606.ENSP00000263025	9606.ENSP00000269305	0	0	0	0	0.062	0.680	0.800	0.721	0.981
MAPK3	STAT3	9606.ENSP00000263025	9606.ENSP00000264657	0	0	0	0	0.062	0.225	0.900	0.823	0.985
MAPK3	RPS6KA3	9606.ENSP00000263025	9606.ENSP00000368884	0	0	0	0.644	0.066	0.860	0.900	0.751	0.989
MAPK3	PTPN11	9606.ENSP00000263025	9606.ENSP00000340944	0	0	0	0	0.067	0.784	0.900	0.830	0.996
MAPK8	NGFR	9606.ENSP00000378974	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0.182	0.914
MAPK8	NFKB1	9606.ENSP00000378974	9606.ENSP00000226574	0	0	0	0	0.068	0.102	0.800	0.493	0.903
MAPK8	NR3C1	9606.ENSP00000378974	9606.ENSP00000231509	0	0	0	0	0.065	0.213	0.900	0.292	0.940
MAPK8	PRKCQ	9606.ENSP00000378974	9606.ENSP00000263125	0	0	0	0.595	0	0.171	0.900	0.228	0.920
MAPK8	TP53	9606.ENSP00000378974	9606.ENSP00000269305	0	0	0	0	0	0.884	0.900	0.827	0.997
MAPK8	PRKCB	9606.ENSP00000378974	9606.ENSP00000305355	0	0	0	0.576	0.049	0	0.900	0.477	0.919
MAPK8	MAPT	9606.ENSP00000378974	9606.ENSP00000340820	0	0	0	0	0.065	0.488	0.900	0.403	0.967
MAPK8	RET	9606.ENSP00000378974	9606.ENSP00000347942	0	0	0	0.558	0.062	0.297	0.900	0.167	0.932
MAPK8	SRC	9606.ENSP00000378974	9606.ENSP00000362680	0	0	0.376	0.573	0.063	0.143	0.900	0.704	0.947
MAPK8	TEK	9606.ENSP00000378974	9606.ENSP00000369375	0	0	0	0.566	0	0.127	0.900	0.141	0.913
MAPK8	RXRA	9606.ENSP00000378974	9606.ENSP00000419692	0	0	0	0	0	0	0.900	0.143	0.910
MAPK8	RELA	9606.ENSP00000378974	9606.ENSP00000384273	0	0	0	0	0	0	0.800	0.587	0.913
MAPK8	S1PR2	9606.ENSP00000378974	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.211	0.917
MAPK8	PTK2B	9606.ENSP00000378974	9606.ENSP00000380638	0	0	0	0	0.085	0	0.900	0.491	0.949
MAPKAPK2	TH	9606.ENSP00000356070	9606.ENSP00000370571	0	0	0	0	0	0.213	0.900	0.095	0.922
MAPKAPK2	TNF	9606.ENSP00000356070	9606.ENSP00000398698	0	0	0	0	0.062	0	0.900	0.454	0.944
MAPT	PRKACA	9606.ENSP00000340820	9606.ENSP00000309591	0	0	0	0	0	0.977	0	0	0.977
MAPT	PSEN1	9606.ENSP00000340820	9606.ENSP00000326366	0	0	0	0	0	0.270	0	0.882	0.910
MAPT	SNCA	9606.ENSP00000340820	9606.ENSP00000338345	0	0	0	0	0.087	0.756	0	0.949	0.988
MAPT	PPP2CA	9606.ENSP00000340820	9606.ENSP00000418447	0	0	0	0	0	0.978	0	0.307	0.984
MCHR1	SMO	9606.ENSP00000249016	9606.ENSP00000249373	0	0	0	0	0	0	0.900	0.303	0.927
MDM2	PPP2CA	9606.ENSP00000258149	9606.ENSP00000418447	0	0	0	0	0	0.161	0.900	0.171	0.924
MDM2	PRKDC	9606.ENSP00000258149	9606.ENSP00000313420	0	0	0	0	0	0	0.900	0.463	0.944
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.240	0.998	0.900	0.995	0.999
MEN1	SIRT1	9606.ENSP00000337088	9606.ENSP00000212015	0	0	0	0	0	0	0	0.936	0.936
MMP1	MMP2	9606.ENSP00000322788	9606.ENSP00000219070	0	0	0	0.869	0.154	0	0.900	0.883	0.921
MMP1	STAT3	9606.ENSP00000322788	9606.ENSP00000264657	0	0	0	0	0	0.273	0.900	0.612	0.969
MMP1	MMP3	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.298	0.953	0.529	0	0.900	0.912	0.953
MMP1	PRSS1	9606.ENSP00000322788	9606.ENSP00000308720	0	0	0	0	0.066	0	0.900	0.086	0.907
MMP1	PLG	9606.ENSP00000322788	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.631	0.962
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.750	0.518	0	0.900	0.901	0.961
MMP1	VEGFA	9606.ENSP00000322788	9606.ENSP00000478570	0	0	0	0	0.069	0	0.900	0.683	0.967
MMP12	PLG	9606.ENSP00000458585	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.533	0.952
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0	0.929	0.062	0	0.900	0.923	0.908
MMP2	TEK	9606.ENSP00000219070	9606.ENSP00000369375	0	0	0	0	0.141	0	0.900	0.490	0.952
MMP2	SRC	9606.ENSP00000219070	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.622	0.960
MMP2	STAT3	9606.ENSP00000219070	9606.ENSP00000264657	0	0	0	0	0	0.273	0.900	0.683	0.975
MMP2	VEGFA	9606.ENSP00000219070	9606.ENSP00000478570	0	0	0	0	0.065	0	0.900	0.848	0.984
MMP3	STAT3	9606.ENSP00000299855	9606.ENSP00000264657	0	0	0	0	0	0.270	0.900	0.556	0.964
MMP3	PRSS1	9606.ENSP00000299855	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.047	0.900
MMP3	PRKCA	9606.ENSP00000299855	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.193	0.915
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0	0.791	0.518	0	0.800	0.903	0.918
MMP3	VEGFA	9606.ENSP00000299855	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.671	0.965
MMP3	PLG	9606.ENSP00000299855	9606.ENSP00000308938	0	0	0	0	0.064	0.213	0.900	0.766	0.980
MMP9	STAT3	9606.ENSP00000361405	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.746	0.973
MMP9	PRSS1	9606.ENSP00000361405	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.143	0.910
MMP9	PLG	9606.ENSP00000361405	9606.ENSP00000308938	0	0	0	0	0.064	0.213	0.900	0.812	0.984
MMP9	SRC	9606.ENSP00000361405	9606.ENSP00000362680	0	0	0	0	0.089	0	0.900	0.700	0.970
MMP9	VEGFA	9606.ENSP00000361405	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.879	0.987
MPO	PON1	9606.ENSP00000225275	9606.ENSP00000222381	0	0	0	0	0	0	0	0.923	0.923
MPO	NAT1	9606.ENSP00000225275	9606.ENSP00000443194	0	0	0	0	0	0	0.900	0.167	0.913
MPO	PTGS1	9606.ENSP00000225275	9606.ENSP00000354612	0	0	0	0	0.076	0	0.900	0.340	0.933
MTOR	SIRT1	9606.ENSP00000354558	9606.ENSP00000212015	0	0	0	0	0.062	0.518	0	0.866	0.934
